row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code
66,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_A_GRANA.bmp,Struttura della Pasta,Lunghe e profonde fessure longitudinali,Lunghe e profonde fessure longitudinali,TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
67,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_A_GRANA.bmp,Colore della Pasta,Aree non belle come colore,Aree non belle come colore,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
68,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Profumo,Crauti,Crauti,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
69,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Sapore,Leggermente  Acido amaro,Leggermente Acido amaro,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
70,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Aroma,Yogurt,Yogurt,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
71,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Texture,Impasta la bocca,Impasta la bocca,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
72,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Spessore della Crosta,Colore di fondo carico si nota meno il sottocrosta,Colore di fondo carico si nota meno il sottocrosta,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
73,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Spessore della Crosta,Alto spessore,Alto spessore,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
74,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Struttura della Pasta,Fine è stirata in centro grossolana verso scalzo,Fine è stirata in centro grossolana verso scalzo,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
75,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Colore della Pasta,Macchia alone centrale rosato,Macchia alone centrale rosato,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
76,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Colore della Pasta,Più che macchie è striscia rosata,Più che macchie è striscia rosata,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
77,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_A_FETTA.bmp,Colore della Pasta,Brutta,Brutta,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
78,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Sapore,Bella persistenza,Bella persistenza,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
79,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Aroma,Sembra grana abbastanza giovane,Sembra grana abbastanza giovane,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
80,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Spessore della Crosta,Omogeneo,Omogeneo,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
81,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Spessore della Crosta,Però  crosta fine,Però crosta fine,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
82,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Struttura della Pasta,In centro più fine,In centro più fine,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
83,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Struttura della Pasta,Bella anche abbastanza  regolare,Bella anche abbastanza regolare,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
84,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Colore della Pasta,Leggero alone centrale,Leggero alone centrale,TG_13,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
85,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P4_TN_311_873_B_GRANA.bmp,Colore della Pasta,Alone molto grande,Alone molto grande,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_311,C0G
86,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Profumo,Forte,Forte,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
87,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Profumo,Odore chimico tipo colpa o simili,Odore chimico tipo colpa o simili,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
88,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Profumo,Polvere,Polvere,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
89,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Profumo,Banana verde,Banana verde,TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
90,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Aroma,Sa di malga,Sa di malga,TG_13,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
91,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Aroma,Non piacevole con persistenza elevata,Non piacevole con persistenza elevata,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
92,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Texture,Consistenza strana,Consistenza strana,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
93,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Spessore della Crosta,Alone disidratato Sotto crosta confonde,Alone disidratato Sotto crosta confonde,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
94,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Struttura della Pasta,Forse il voto dato va diminuito di 1!,Forse il voto dato va diminuito di 1!,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
95,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_A_FETTA.bmp,Struttura della Pasta,"Piccoli occhi misti a un micro Occhiatura diffusa, fessure di circa 3-4cm","Piccoli occhi misti a un micro Occhiatura diffusa, fessure di circa 3-4cm",TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
96,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Profumo,Al primo impatto non buono,Al primo impatto non buono,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
97,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Sapore,Anonimo poco intenso,Anonimo poco intenso,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
98,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Texture,Fastidioso in bocca,Fastidioso in bocca,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
99,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Profonde fratture sotto 1piattone una grande da Sotto l'altro,Profonde fratture sotto 1piattone una grande da Sotto l'altro,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
100,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Fessure enormi,Fessure enormi,TG_12,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
101,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Tutta spaccata,Tutta spaccata,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
102,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Fessure profonde!,Fessure profonde!,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
103,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Struttura della Pasta,Lunghe e profonde fessure longitudinali,Lunghe e profonde fessure longitudinali,TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
104,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P6_TN_328_412_B_GRANA.bmp,Colore della Pasta,Aree non belle come colore,Aree non belle come colore,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_328,C0P
105,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Sapore,Poco espressivo,Poco espressivo,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
106,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Aroma,"Burro fresco, note lattiche prevalenti, poco complesso","Burro fresco, note lattiche prevalenti, poco complesso",TG_20,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
107,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Texture,Quasi troppi cristalli...,Quasi troppi cristalli...,TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
108,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Struttura della Pasta,Tende a fare piccole scaglie,Tende a fare piccole scaglie,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
109,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Struttura della Pasta,Grana di diversa granulosita,Grana di diversa granulosita,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
110,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Struttura della Pasta,Peccato per irregolarità  di frattura,Peccato per irregolarità di frattura,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
111,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_GRANA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P3_TN_307_155_B_GRANA.bmp,Colore della Pasta,Leggero alone centrale,Leggero alone centrale,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Grana,,,TN_307,C0E
112,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P1_TN_302_519_A_FETTA.bmp,Sapore,Leggermente acido,Leggermente acido,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_302,C0A
113,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P1_TN_302_519_A_FETTA.bmp,Struttura della Pasta,Effetto a scaglie in alcune zone,Effetto a scaglie in alcune zone,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_302,C0A
114,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P1_TN_302_519_A_FETTA.bmp,Struttura della Pasta,Impercettibile micro Occhiatura centrale,Impercettibile micro Occhiatura centrale,TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_302,C0A
115,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P1_TN_302_519_A_FETTA.bmp,Colore della Pasta,Solo leggero alone...,Solo leggero alone...,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_302,C0A
116,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Profumo,Crauti,Crauti,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
117,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Sapore,Leggermente  Acido amaro,Leggermente Acido amaro,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
118,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Aroma,Yogurt,Yogurt,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
119,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Texture,Impasta la bocca,Impasta la bocca,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
120,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Spessore della Crosta,Colore di fondo carico si nota meno il sottocrosta,Colore di fondo carico si nota meno il sottocrosta,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
121,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Spessore della Crosta,Alto spessore,Alto spessore,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
122,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Struttura della Pasta,Fine è stirata in centro grossolana verso scalzo,Fine è stirata in centro grossolana verso scalzo,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
123,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Colore della Pasta,Macchia alone centrale rosato,Macchia alone centrale rosato,Q_09,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
124,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Colore della Pasta,Più che macchie è striscia rosata,Più che macchie è striscia rosata,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
125,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P2_TN_305_337_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P2_TN_305_337_B_FETTA.bmp,Colore della Pasta,Brutta,Brutta,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_305,C0C
126,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_B_FETTA.bmp,Profumo,Forte,Forte,TG_14,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
127,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_B_FETTA.bmp,Profumo,Odore chimico tipo colpa o simili,Odore chimico tipo colpa o simili,TG_19,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
128,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_B_FETTA.bmp,Profumo,Polvere,Polvere,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
129,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_B_FETTA.bmp,Profumo,Banana verde,Banana verde,TG_35,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
130,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_B_FETTA.bmp,Aroma,Sa di malga,Sa di malga,TG_13,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
131,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_FETTA.bmp,data/TrentinGrana/2020-2021_Trentingrana/VI bimestre/27°Seduta_24-03-2021/P5_TN_319_691_B_FETTA.bmp,Aroma,Non piacevole con persistenza elevata,Non piacevole con persistenza elevata,TG_24,2021-03-24,2020-2021_Trentingrana,27,VI,Fetta,,,TN_319,C0M
