image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__IV bimestre__18°Seduta_20-01-2021__P6_TN330_681_FETTA_A.bmp,Spessore della Crosta,Crosta unghia spessa.,La crosta del formaggio presenta un'unghia spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__18°Seduta_20-01-2021__P6_TN330_681_FETTA_B.bmp,Spessore della Crosta,Crosta unghia spessa.,La crosta del formaggio presenta un'unghia spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__18°Seduta_20-01-2021__P6_TN330_681_GRANA_A.bmp,Spessore della Crosta,Crosta unghia spessa.,La crosta del formaggio presenta un'unghia spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__18°Seduta_20-01-2021__P6_TN330_681_GRANA_B.bmp,Spessore della Crosta,Crosta unghia spessa.,La crosta del formaggio presenta un'unghia spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__18°Seduta_20-01-2021__P3_TN310_155_FETTA_B.bmp,Spessore della Crosta,Crosta con spigoli marcati.,La crosta del formaggio presenta spigoli marcati.
data/images_flat/2020-2021_Trentingrana__IV bimestre__18°Seduta_20-01-2021__P3_TN310_155_FETTA_A.bmp,Spessore della Crosta,Crosta con spigoli marcati.,La crosta del formaggio presenta spigoli marcati.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P5_TN323_413_GRANA_B_1.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P5_TN323_413_GRANA_B_0.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P5_TN323_413_GRANA_B_2.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P5_TN323_413_GRANA_A_0.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P5_TN323_413_GRANA_A_1.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P5_TN323_413_GRANA_A_2.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P2_TN311_441_GRANA_B_2.bmp,Spessore della Crosta,Crosta con parte piatta nettamente più spessa.,La crosta del formaggio presenta una parte piatta nettamente più spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P2_TN311_441_GRANA_B_0.bmp,Spessore della Crosta,Crosta con parte piatta nettamente più spessa.,La crosta del formaggio presenta una parte piatta nettamente più spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P2_TN311_441_GRANA_B_1.bmp,Spessore della Crosta,Crosta con parte piatta nettamente più spessa.,La crosta del formaggio presenta una parte piatta nettamente più spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P2_TN311_441_GRANA_A_2.bmp,Spessore della Crosta,Crosta con parte piatta nettamente più spessa.,La crosta del formaggio presenta una parte piatta nettamente più spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P2_TN311_441_GRANA_A_1.bmp,Spessore della Crosta,Crosta con parte piatta nettamente più spessa.,La crosta del formaggio presenta una parte piatta nettamente più spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__20° Seduta_03-02-2021__Cambio_colore_grana_03_02_2021__P2_TN311_441_GRANA_A_0.bmp,Spessore della Crosta,Crosta con parte piatta nettamente più spessa.,La crosta del formaggio presenta una parte piatta nettamente più spessa.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P5_TN323_892_GRANA_A_2.bmp,Spessore della Crosta,Crosta con scalzo irregolare.,La crosta del formaggio presenta uno scalzo irregolare.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P5_TN323_892_GRANA_A_0.bmp,Spessore della Crosta,Crosta con scalzo irregolare.,La crosta del formaggio presenta uno scalzo irregolare.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P5_TN323_892_GRANA_A_1.bmp,Spessore della Crosta,Crosta con scalzo irregolare.,La crosta del formaggio presenta uno scalzo irregolare.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P5_TN323_892_GRANA_B_2.bmp,Spessore della Crosta,Crosta con scalzo irregolare.,La crosta del formaggio presenta uno scalzo irregolare.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P5_TN323_892_GRANA_B_1.bmp,Spessore della Crosta,Crosta con scalzo irregolare.,La crosta del formaggio presenta uno scalzo irregolare.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P5_TN323_892_GRANA_B_0.bmp,Spessore della Crosta,Crosta con scalzo irregolare.,La crosta del formaggio presenta uno scalzo irregolare.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_B_0.bmp,Spessore della Crosta,Crosta con scalzo e parte piatta irregolari.,La crosta del formaggio presenta uno scalzo e parte piatta irregolari.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_B_0.bmp,Spessore della Crosta,Crosta sottile con ampio sviluppo laterale.,La crosta del formaggio è sottile con ampio sviluppo laterale.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_B_1.bmp,Spessore della Crosta,Crosta con scalzo e parte piatta irregolari.,La crosta del formaggio presenta uno scalzo e parte piatta irregolari.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_B_1.bmp,Spessore della Crosta,Crosta sottile con ampio sviluppo laterale.,La crosta del formaggio è sottile con ampio sviluppo laterale.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_B_2.bmp,Spessore della Crosta,Crosta con scalzo e parte piatta irregolari.,La crosta del formaggio presenta uno scalzo e parte piatta irregolari.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_B_2.bmp,Spessore della Crosta,Crosta sottile con ampio sviluppo laterale.,La crosta del formaggio è sottile con ampio sviluppo laterale.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_A_1.bmp,Spessore della Crosta,Crosta con scalzo e parte piatta irregolari.,La crosta del formaggio presenta uno scalzo e parte piatta irregolari.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_A_1.bmp,Spessore della Crosta,Crosta sottile con ampio sviluppo laterale.,La crosta del formaggio è sottile con ampio sviluppo laterale.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_A_0.bmp,Spessore della Crosta,Crosta con scalzo e parte piatta irregolari.,La crosta del formaggio presenta uno scalzo e parte piatta irregolari.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_A_0.bmp,Spessore della Crosta,Crosta sottile con ampio sviluppo laterale.,La crosta del formaggio è sottile con ampio sviluppo laterale.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_A_2.bmp,Spessore della Crosta,Crosta con scalzo e parte piatta irregolari.,La crosta del formaggio presenta uno scalzo e parte piatta irregolari.
data/images_flat/2020-2021_Trentingrana__IV bimestre__21°Seduta_10-02-2021__Variazione_colore_grana_10_02_2021__P2_TN306_938_GRANA_A_2.bmp,Spessore della Crosta,Crosta sottile con ampio sviluppo laterale.,La crosta del formaggio è sottile con ampio sviluppo laterale.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P3_TN319_993_FETTA_A.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P3_TN319_993_FETTA_B.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P6_TN338_621_FETTA_B.bmp,Spessore della Crosta,Crosta con spessore maggiore sulle parti piatte.,La crosta del formaggio presenta uno spessore maggiore sulle parti piatte.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P6_TN338_621_FETTA_A.bmp,Spessore della Crosta,Crosta con spessore maggiore sulle parti piatte.,La crosta del formaggio presenta uno spessore maggiore sulle parti piatte.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_B.bmp,Spessore della Crosta,Crosta unghia molto spessa.,La crosta del formaggio presenta un'unghia molto spessa.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_B.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_A.bmp,Spessore della Crosta,Crosta unghia molto spessa.,La crosta del formaggio presenta un'unghia molto spessa.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_FETTA_A.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_B.bmp,Spessore della Crosta,Crosta unghia molto spessa.,La crosta del formaggio presenta un'unghia molto spessa.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_B.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_A.bmp,Spessore della Crosta,Crosta unghia molto spessa.,La crosta del formaggio presenta un'unghia molto spessa.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P2_TN316_543_GRANA_A.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P6_TN338_621_GRANA_B.bmp,Spessore della Crosta,Crosta con spessore maggiore sulle parti piatte.,La crosta del formaggio presenta uno spessore maggiore sulle parti piatte.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P6_TN338_621_GRANA_A.bmp,Spessore della Crosta,Crosta con spessore maggiore sulle parti piatte.,La crosta del formaggio presenta uno spessore maggiore sulle parti piatte.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P3_TN319_993_GRANA_A.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__22° Seduta_17-02-2021__P3_TN319_993_GRANA_B.bmp,Spessore della Crosta,Crosta disomogenea.,La crosta del formaggio è disomogenea.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,Spessore della Crosta,Crosta con sottocrosta grigiastra.,La crosta del formaggio presenta una sottocrosta grigiastra.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_B.bmp,Spessore della Crosta,Crosta con modellatura nel sottocrosta.,La crosta del formaggio presenta modellatura nel sottocrosta.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_A.bmp,Spessore della Crosta,Crosta con sottocrosta grigiastra.,La crosta del formaggio presenta una sottocrosta grigiastra.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_GRANA_A.bmp,Spessore della Crosta,Crosta con modellatura nel sottocrosta.,La crosta del formaggio presenta modellatura nel sottocrosta.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,Spessore della Crosta,Crosta con sottocrosta grigiastra.,La crosta del formaggio presenta una sottocrosta grigiastra.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_B.bmp,Spessore della Crosta,Crosta con modellatura nel sottocrosta.,La crosta del formaggio presenta modellatura nel sottocrosta.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_A.bmp,Spessore della Crosta,Crosta con sottocrosta grigiastra.,La crosta del formaggio presenta una sottocrosta grigiastra.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P6_TN319_551_FETTA_A.bmp,Spessore della Crosta,Crosta con modellatura nel sottocrosta.,La crosta del formaggio presenta modellatura nel sottocrosta.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_FETTA_B.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_FETTA_A.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_GRANA_B.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_GRANA_A.bmp,Spessore della Crosta,Crosta con sottocrosta caratterizzata da microocchiatura.,La crosta del formaggio presenta una sottocrosta caratterizzata da microocchiatura.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4a_TN316_Fetta.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P3b_TN310_Fetta.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P3a_TN310_Grana.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4a_TN316_Grana.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P3b_TN310_Grana.bmp,Spessore della Crosta,Crosta con spigoli pronunciati.,La crosta del formaggio presenta spigoli pronunciati.
