row_id,image_path_flat,image_path,year_folder,session_date,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,panelist,attribute,caption_raw,caption_pre,caption
6604,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_05,Colore della Pasta,Rosa ai bordi,Rosa ai bordi,Pasta con tonalità rosata ai bordi.
6605,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_11,Colore della Pasta,Alone centrale,Alone centrale,Pasta con alone centrale.
6606,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_12,Colore della Pasta,"Più  chiaro verso l'esterno, diverse macchie","Più chiaro verso l'esterno, diverse macchie",Pasta più chiara verso l'esterno con diverse macchie.
6607,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_13,Colore della Pasta,Nocciola al centro,Nocciola al centro,Pasta di colore nocciola al centro.
6608,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_14,Colore della Pasta,Giallo chiaro con macchie rosa,Giallo chiaro con macchie rosa,Pasta di colore giallo chiaro con macchie rosa.
6609,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_19,Colore della Pasta,Grande alone centrale e qualche piccola macchia rosa,Grande alone centrale e qualche piccola macchia rosa,Pasta con grande alone centrale e piccole macchie rosate.
6610,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_20,Colore della Pasta,Carico quasi ossidato con due macchie rosa,Carico quasi ossidato con due macchie rosa,Pasta di colore carico con due macchie rosa.
6611,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_26,Colore della Pasta,Macchie rosa colore chiaro alone centrale più scuro,Macchie rosa colore chiaro alone centrale più scuro,"Pasta con macchie rosa, colore chiaro e alone centrale più scuro."
6612,data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P3a_316_fetta.bmp,2018-2019_Trentingrana,2019-01-16,17,,Fetta,3,a,TN_316,C0L,TG_35,Colore della Pasta,Paglierino sganciato omogeneoamente distribuito,Paglierino sganciato omogeneoamente distribuito,Pasta di colore paglierino omogenamente distribuito.
6613,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_20,Profumo,"poco intenso, monotono, brodo di carne","poco intenso, monotono, brodo di carne","Profumo poco intenso, monotono, di brodo di carne."
6614,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_35,Profumo,"Vegetalke cotto, burro, panna, tostato leggero","Vegetalke cotto, burro, panna, tostato leggero","Profumo di vegetale cotto, burro, panna e tostato leggero."
6616,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,Q_09,Profumo,panna,panna,Profumo di panna.
6619,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_04,Profumo,"premio la buona intensita'. frofumi di latte cotto, burro sciolto. frutta secca.","premio la buona intensità'. frofumi di latte cotto, burro sciolto. frutta secca.","Profumo di latte cotto, burro sciolto e frutta secca, buona intensità."
6620,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_19,Profumo,"latte cotto molto, quando si attacca alla padella, mou, cacao non zuccherato,","latte cotto molto, quando si attacca alla padella, mou, cacao non zuccherato,",Profumo di latte cotto intenso con note di cacao non zuccherato.
6621,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_26,Profumo,chiuso legg ammoniaca,chiuso leggermente ammoniaca,Profumo chiuso con leggermente ammoniaca.
6622,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_11,Profumo,panna e burro,panna e burro,Profumo di panna e burro.
6623,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_05,Profumo,formaggio fritto;,formaggio fritto;,Profumo di formaggio fritto.
6624,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_20,Sapore,"sapidit' contenuta, umami marcato, poco piccante, poco equilibrio","sapidità' contenuta, umami marcato, poco piccante, poco equilibrio","Sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato."
6625,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_35,Sapore,Equilibrato con leggera nota piccante,Equilibrato con leggera nota piccante,Sapore equilibrato con leggera nota piccante.
6626,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_14,Sapore,"sapori in equilibrio, con solo una piccola punta di amaro in coda, sembra poco stagionato","sapori in equilibrio, con solo una piccola punta di amaro in coda, sembra poco stagionato",Sapore in equilibrio con leggera punta di amaro nel finale.
6627,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,Q_09,Sapore,leg amaro e salato,leggermente amaro e salato,Sapore leggermente amaro e salato.
6628,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_12,Sapore,legg salato,leggermente salato,Sapore leggermente salato.
6629,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_13,Sapore,"dolce, poco sale","dolce, poco sale",Sapore dolce con poco sale.
6630,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_04,Sapore,Piccante. gusto pieno. la consistenza facilita l-adesione al palato e esalta i gusti,Piccante. gusto pieno. la consistenza facilita l-adesione al palato e esalta i gusti,Sapore piccante e pieno con buona persistenza al palato.
6631,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_19,Sapore,umami e leggero amaro finale,umami e leggero amaro finale,Sapore umami con leggero amaro finale.
6632,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_26,Sapore,piccante,piccante,Sapore piccante.
6633,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_11,Sapore,buon bilanciamento di sale,buon bilanciamento di sale,Sapore con buon equilibrio di sale.
6634,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_05,Sapore,acido,acido,Sapore acido.
6635,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_20,Aroma,"poco caratteristico, propionico e di brodo di carne, tipo emmental","poco caratteristico, propionico e di brodo di carne, tipo emmental","Aroma poco caratteristico, propionico e di brodo animale, tipo emmental."
6636,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_35,Aroma,Vegatale e tostato leggero,Vegatale e tostato leggero,Aroma vegetale e tostato leggermente.
6637,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_14,Aroma,panna e burro,panna e burro,Aroma di panna e burro.
6638,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,Q_09,Aroma,panna + leggero cotto/bruciato,panna + leggero cotto/bruciato,"Aroma di panna con note di cotto e bruciato, leggero."
6640,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_13,Aroma,"latte cotto, burro fuso","latte cotto, burro fuso",Aroma di latte cotto e burro fuso.
6642,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_19,Aroma,"latte cotto troppo, cacao, caramello, brodo di carne","latte cotto troppo, cacao, caramello, brodo di carne","Aroma di latte cotto eccessivo, cacao, caramello e brodo di carne."
6643,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_26,Aroma,non da grana biscotto,non da grana biscotto,Aroma non da grana biscotto.
6644,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_11,Aroma,latte e panna,latte e panna,Aroma di latte e panna.
6646,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_20,Texture,"quasi gommosa, poco granulosa ma solubile, pi\ da formaggio nostrano","quasi gommosa, poco granulosa ma solubile, più\ da formaggio nostrano","Texture quasi gommosa, poco granulosa ma solubile."
6647,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_35,Texture,"lascia in pocca dei residui cremoso, presenza di criatalli","lascia in pocca dei residui cremoso, presenza di criatalli",Texture che lascia in bocca residui cremosi con presenza di cristalli.
6648,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_14,Texture,"duro e copmatto ma senza grana, sembra poco stagionato, solubile","duro e copmatto ma senza grana, sembra poco stagionato, solubile","Texture dura e compatta, poco solubile, senza grana."
6649,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,Q_09,Texture,morbido e impasta qualche cristalli lascia residuo in bocca,morbido e impasta qualche cristalli lascia residuo in bocca,"Texture morbida che impasta, con qualche cristallo e residuo in bocca."
6650,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_12,Texture,legg gommoso,leggermente gommoso,Texture leggermente gommosa.
6652,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_04,Texture,morbido e cedevole. impasta la bocca. cristalli presenti,morbido e cedevole. impasta la bocca. cristalli presenti,"Texture morbida e cedevole, che impasta la bocca, con cristalli presenti."
6653,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_19,Texture,"compatto, adesivo, poco solubile e poco friabile, poco granuloso, pochi cristalli","compatto, adesivo, poco solubile e poco friabile, poco granuloso, pochi cristalli","Texture compatta, adesiva, poco solubile e poco friabile, poco granulosa, con pochi cristalli."
6654,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_26,Texture,grana assente tenerissimo,grana assente tenerissimo,"Texture tenerissima, priva di grana."
6655,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_11,Texture,"presenza di cristalli, buona solubilit'","presenza di cristalli, buona solubilità",Texture con cristalli presenti e buona solubilità.
6656,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_05,Texture,pochi cristalli;molto pastoso,pochi cristalli;molto pastoso,Texture con pochi cristalli e molto pastosa.
6657,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,Q_09,Spessore della Crosta,12 cm ma sfuma su una base scura,12 cm ma sfuma su una base scura,"Crosta mediamente spessa, sfumata su una base scura."
6658,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_04,Spessore della Crosta,Limite sfumato ma sempre sopra il cm,Limite sfumato ma sempre sopra il cm,Crosta mediamente spessa con limite sfumato.
6662,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_13,Spessore della Crosta,"0,8 cm molto fine su I piatti. Spessa sugli scalzi","0,8 cm molto fine su I piatti. Spessa sugli scalzi","Crosta sottile e molto fine sulla parte piatta, spessa sugli scalzi."
6664,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_19,Spessore della Crosta,9 10,Sottile,Crosta sottile.
6665,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_20,Spessore della Crosta,Molto sottile su una faccia,Molto sottile su una faccia,Crosta molto sottile sulla faccia superiore.
6666,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_26,Spessore della Crosta,Negli scalzi grossa molto fine nei piatti,Negli scalzi grossa molto fine nei piatti,"Crosta grossa negli scalzi, molto sottile nella parte piatta."
6668,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,Q_09,Struttura della Pasta,Pasta stirata con microocchiature centrali con frattura arrotondata,Pasta stirata con microocchiature centrali con frattura arrotondata,Pasta stirata con microocchiature centrali e frattura arrotondata.
6669,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_04,Struttura della Pasta,Nettamente stirato al centro. Occhiatura centrale anche di una certa dimensione. Frattura buona,Nettamente stirato al centro. Occhiatura centrale anche di una certa dimensione. Frattura buona,Pasta nettamente stirata al centro con occhiatura centrale di una certa dimensione e frattura buona.
6670,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_05,Struttura della Pasta,Stirata,Stirata,Pasta stirata.
6671,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_11,Struttura della Pasta,"Frattura irregolare,Microocchiatura localizzata","Frattura irregolare,Microocchiatura localizzata",Pasta con frattura irregolare e microocchiatura localizzata.
6672,data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,2018-2019_Trentingrana,2019-01-16,17,,Grana,4,a,TN_319,C0M,TG_12,Struttura della Pasta,"Microocchiatura, zone stirate","Microocchiatura, zone stirate",Pasta con microocchiatura e zone stirate.
