dedup_key,attribute,caption_pre,frequency,sample_row_id
Spessore della Crosta::1 scalzo più brutto problemi di sottocrosta,Spessore della Crosta,1 scalzo più brutto. Problemi di sottocrosta,4,1298
Struttura della Pasta::peccato le microcchiature,Struttura della Pasta,Peccato le microcchiature,4,1299
Struttura della Pasta::microocchiatura diffusa,Struttura della Pasta,Microocchiatura diffusa,18,1300
Struttura della Pasta::zona con grana molto grossolana,Struttura della Pasta,Zona con grana molto grossolana,4,1301
Profumo::peccato per leggero sentore di alcool,Profumo,Peccato per leggero sentore di alcool,4,1332
Sapore::mi par di percepire il dolce,Sapore,Mi par di percepire il dolce,4,1333
Struttura della Pasta::microocchiatura centrale,Struttura della Pasta,Microocchiatura centrale,16,1334
Struttura della Pasta::non perfettamente omogenea le microocchiatura centrali penalizzano,Struttura della Pasta,Non perfettamente omogenea. Le microocchiatura centrali penalizzano,4,1335
Struttura della Pasta::fascia centrale con microocchiatura che la rende spugnosa,Struttura della Pasta,Fascia centrale con microocchiatura che la rende spugnosa,4,1336
Colore della Pasta::per lo più giallo chiaro un quarto laterale più saturo,Colore della Pasta,Per lo più giallo chiaro. Un quarto laterale più saturo.,4,1337
Profumo::grasso di prosciutto crudo,Profumo,Grasso di prosciutto crudo,4,1416
Profumo::stalla solo all'inizio poi sparisce,Profumo,Stalla solo all'inizio poi sparisce,4,1417
Aroma::ancora sentore sgradevole,Aroma,Ancora sentore sgradevole,4,1419
Struttura della Pasta::negli angoli minoritaria presente,Struttura della Pasta,Negli angoli minoritaria presente,4,1421
Colore della Pasta::solo sfumature nocciola,Colore della Pasta,Solo sfumature nocciola,4,1422
Profumo::elegante molta nocciola e kiwi,Profumo,"Elegante,,,molta nocciola e kiwi",4,1430
Sapore::tanto umami non dolce,Sapore,Tanto umami. Non dolce,4,1431
Colore della Pasta::giallo carico saturo e sfumature verdognole,Colore della Pasta,Giallo carico saturo e sfumature verdognole,4,1432
Profumo::dado glutammato molto forte e spiacevole,Profumo,"Dado, glutammato molto forte e spiacevole",4,1434
Profumo::caramello,Profumo,Caramello,8,1435
Profumo::vaniglia peccato per bruciato,Profumo,Vaniglia! Peccato per bruciato!,4,1436
Profumo::salsa al caramello mou bruciacchiata,Profumo,Salsa al caramello mou bruciacchiata,4,1437
Sapore::tropo sapido e cremoso,Sapore,Tropo sapido e cremoso!!,4,1438
Aroma::non sono riuscita ad assaggiarlo ha un indefinibile orribile aroma dolciastro,Aroma,Non sono riuscita ad assaggiarlo ha un indefinibile orribile aroma dolciastro,4,1439
Aroma::dado glutammato,Aroma,"Dado, glutammato",4,1440
Aroma::caramello,Aroma,Caramello,4,1441
Aroma::formaggio non grana ma non so dare definizione esatta,Aroma,Formaggio non grana... Ma non so dare definizione esatta,4,1442
Struttura della Pasta::occhi di 1 o 2 mm molto diffusi su un lato più piccoli e più concentrati al centro nell'altro,Struttura della Pasta,Occhi di 1 o 2 mm molto diffusi su un lato più piccoli e più concentrati al centro nell'altro,4,1443
Struttura della Pasta::microocchiatura diffusissima,Struttura della Pasta,Microocchiatura diffusissima,8,1444
Struttura della Pasta::troppa microocchiatura,Struttura della Pasta,Troppa microocchiatura,8,1445
Colore della Pasta::pallido,Colore della Pasta,Pallido,4,1446
Profumo::moderato,Profumo,Moderato,8,1464
Profumo::intenso ed elegante,Profumo,Intenso ed elegante,4,1465
Sapore::equilibrato ma poco persistente,Sapore,Equilibrato ma poco persistente,4,1467
Sapore::anche leggere note dolci,Sapore,Anche leggere note dolci,4,1468
Aroma::viene fuori l'amaro,Aroma,Viene fuori l'amaro,4,1469
Struttura della Pasta::1 fessura sola,Struttura della Pasta,1 fessura sola,4,1470
Sapore::amaro e salato no dolce,Sapore,Amaro e salato. No dolce,5,1471
Aroma::non piacevole e gruppo persistente,Aroma,Non piacevole e gruppo persistente,5,1472
Spessore della Crosta::un sottopiatto tende al verde,Spessore della Crosta,Un sottopiatto tende al verde,5,1473
Struttura della Pasta::fessura con crepe con segno esterno in corrispondenza ago,Struttura della Pasta,Fessura con crepe con segno esterno in corrispondenza ago?,5,1474
Struttura della Pasta::a tratti proprio non sviluppata piatta,Struttura della Pasta,"A tratti proprio non sviluppata, piatta",5,1475
Struttura della Pasta::enorme fessurazione,Struttura della Pasta,Enorme fessurazione,5,1476
Struttura della Pasta::spacco enorme e ramificato che devasta l aspetto della pasta forma che non dovrebbe arrivare qui,Struttura della Pasta,"Spacco enorme e ramificato che devasta l,aspetto della pasta. Forma che non dovrebbe arrivare qui...",5,1477
Struttura della Pasta::grossa frattura interna,Struttura della Pasta,Grossa frattura interna,5,1478
Struttura della Pasta::fessura molto evidente,Struttura della Pasta,Fessura molto evidente,5,1479
Struttura della Pasta::grossa fessura piena di cristalli circondata da zone con microocchiatura,Struttura della Pasta,"Grossa fessura piena di cristalli, circondata da zone con microocchiatura",5,1480
Colore della Pasta::voto basso per colpa della frattura con evidente colore rosa altrimenti voto alto,Colore della Pasta,"Voto basso per colpa della frattura con evidente colore rosa, altrimenti voto alto",5,1481
Profumo::vinilico,Profumo,Vinilico,4,1482
Profumo::peccato sfumatura bruciata e brodo che ho dimenticato,Profumo,"Peccato sfumatura bruciata e brodo che, ho dimenticato",4,1483
Sapore::leggermente amaro e sapido,Sapore,Leggermente amaro e sapido!,4,1484
Aroma::leggermente acido,Aroma,Leggermente acido,4,1485
Aroma::anche all' aroma emerge il bruciato,Aroma,Anche all' aroma emerge il bruciato,4,1486
Profumo::lattico dominante burro fresco,Profumo,"Lattico dominante, burro fresco",4,1714
Profumo::solo una piccola nota di bruciato,Profumo,Solo una piccola nota di bruciato,4,1715
Sapore::mi pare una puntina di dolce ci sia,Sapore,Mi pare una puntina di dolce ci sia,4,1716
Texture::abbastanza solubile,Texture,Abbastanza solubile,36,1717
Texture::forse pochi cristalli,Texture,Forse pochi cristalli,8,1718
Colore della Pasta::chiara ma non paglierino,Colore della Pasta,Chiara ma non paglierino,4,1719
Profumo::tanto latte burro fresco alla prima occasione odore di altro formaggio fermentato che mi fa penalizzare,Profumo,"Tanto latte, burro fresco. Alla prima occasione odore di altro formaggio, fermentato che mi fa penalizzare.",4,1726
Profumo::quasi disturba,Profumo,Quasi disturba!,4,1727
Sapore::equilibrato,Sapore,Equilibrato,112,1728
Sapore::leggermente amarognolo,Sapore,Leggermente amarognolo,4,1729
Sapore::anonimo è debole,Sapore,Anonimo è debole,4,1730
Aroma::castagne,Aroma,Castagne,4,1731
Texture::non ottimale anzi non bella,Texture,"Non ottimale, anzi non bella!",4,1732
Struttura della Pasta::qualche occhietti e fessure nella zona di uno spigolo,Struttura della Pasta,Qualche occhietti e fessure nella zona di uno spigolo,4,1733
Struttura della Pasta::3 piccoli occhi,Struttura della Pasta,3 piccoli occhi,4,1734
Colore della Pasta::alone rosato molto carico,Colore della Pasta,Alone rosato molto carico,8,1735
Colore della Pasta::il più pesante alone di tutti i tempi,Colore della Pasta,Il più pesante alone di tutti i tempi,4,1736
Colore della Pasta::pessima,Colore della Pasta,Pessima!,4,1737
Colore della Pasta::alone centrale molto marcato di colore quasi arancione,Colore della Pasta,"Alone centrale molto marcato, di colore quasi arancione",4,1738
Profumo::debole fermentazione,Profumo,Debole fermentazione,4,1752
Sapore::amati prevale un poco,Sapore,Amati prevale un poco,4,1753
Sapore::allappante,Sapore,Allappante,32,1754
Aroma::nota di sapone strana,Aroma,Nota di sapone strana,4,1755
Texture::forse anche poco solubile,Texture,Forse anche poco solubile,4,1756
Spessore della Crosta::unghia soprattutto confrontando il colore con la pasta molto pallida,Spessore della Crosta,Unghia soprattutto confrontando il colore con la pasta molto pallida,4,1757
Spessore della Crosta::colore sottocrosta diverso da tutto il resto rosellino,Spessore della Crosta,"Colore sottocrosta diverso da tutto il resto, rosellino",4,1758
Struttura della Pasta::frattura abbastanza regolare ma incavata,Struttura della Pasta,Frattura abbastanza regolare ma incavata,4,1759
Struttura della Pasta::meno evoluta verso ipiatti,Struttura della Pasta,Meno evoluta verso ipiatti,4,1760
"Struttura della Pasta::struttura ""grassa",Struttura della Pasta,"Struttura ""GRASSA",4,1761
Struttura della Pasta::nel complesso bella,Struttura della Pasta,Nel complesso bella!,4,1762
Colore della Pasta::paglierina,Colore della Pasta,Paglierina,4,1763
Colore della Pasta::colore cipria,Colore della Pasta,Colore cipria,4,1764
Colore della Pasta::i bordi sono completamente rosa,Colore della Pasta,I bordi sono completamente rosa,4,1765
Profumo::ananas e frutta esotica,Profumo,Ananas e frutta esotica,4,1780
Profumo::non equilibrato nell' espressione,Profumo,Non equilibrato nell' espressione,4,1781
Sapore::acerbo,Sapore,Acerbo,4,1782
Aroma::troppo ananas banana che non sono tipici,Aroma,Troppo ananas banana che non sono tipici,4,1783
Aroma::sia per profumo che per aroma tanto burro fuso,Aroma,Sia per profumo che per aroma tanto burro fuso,4,1784
Texture::pasta stirata,Texture,Pasta stirata,4,1785
Texture::tende al duro,Texture,Tende al duro,4,1786
Struttura della Pasta::al centro sbrinz,Struttura della Pasta,Al centro sbrinz,4,1787
Struttura della Pasta::tipo sbrinz,Struttura della Pasta,Tipo sbrinz,4,1788
Struttura della Pasta::microocchiatura leggera,Struttura della Pasta,Microocchiatura leggera,8,1789
Profumo::pannoso elegante ma moderata intensità,Profumo,"Pannoso, elegante, ma moderata intensità",4,1790
Sapore::pungente non so se eccesso di sale o vero piccante,Sapore,Pungente. Non so se eccesso di sale o vero piccante,4,1791
Sapore::leggermente,Sapore,Leggermente,4,1792
Sapore::leggermente saporito,Sapore,Leggermente saporito,4,1793
Texture::un poco umido,Texture,Un poco umido,4,1794
Struttura della Pasta::il centro differente dalle zone periferiche comunque presente,Struttura della Pasta,Il centro differente dalle zone periferiche. Comunque presente,4,1795
Struttura della Pasta::microocchiatura al centro che rende la pasta quasi spugnosa,Struttura della Pasta,Microocchiatura al centro che rende la pasta quasi spugnosa,4,1796
Struttura della Pasta::piccole aree spagnole di pochi mm,Struttura della Pasta,Piccole aree spagnole di pochi mm,4,1797
Profumo::fermentato intendo alcool,Profumo,Fermentato intendo alcool,4,1799
Struttura della Pasta::piccole fessure,Struttura della Pasta,Piccole fessure,4,1800
Struttura della Pasta::a larghi tratti ha struttura da pratomagno,Struttura della Pasta,A larghi tratti ha struttura da pratomagno,4,1801
Struttura della Pasta::pasta un poco' scollata in un sotto piatto,Struttura della Pasta,Pasta un poco' scollata in un sotto piatto,4,1802
Colore della Pasta::una macchia bruna vicino al centro,Colore della Pasta,Una macchia bruna vicino al centro,4,1803
Profumo::all'inizio stalla ma lo cala,Profumo,All'inizio stalla...ma lo cala,10,1942
Spessore della Crosta::1 scalzo brutto,Spessore della Crosta,1 scalzo brutto,10,1943
Struttura della Pasta::area centrale con struttura ruvida,Struttura della Pasta,Area centrale con struttura ruvida,10,1944
Struttura della Pasta::nel complesso bella struttura con grana omogenea e frattura netta presenza di microocchiatura diffusa molto fine a colpo d'occhio trascurabile,Struttura della Pasta,"Nel complesso bella struttura con grana omogenea e frattura netta. Presenza di microocchiatura diffusa molto fine, a colpo d'occhio trascurabile",10,1945
Struttura della Pasta::grande e diffusa area spagnola centrale,Struttura della Pasta,Grande e diffusa area spagnola centrale,10,1948
Colore della Pasta::una macchia grigia,Colore della Pasta,Una macchia grigia,10,1949
Colore della Pasta::alone centrale giallo verde con macchie scure,Colore della Pasta,Alone centrale giallo verde con macchie scure,10,1950
Profumo::sedano troppo vegetale cotto abbasso voto altrimenti molto intenso,Profumo,"Sedano. Troppo vegetale cotto, abbasso voto. Altrimenti molto intenso",10,1951
Profumo::mela e pesca forti,Profumo,Mela e pesca forti!,10,1952
Sapore::acido su tutti,Sapore,Acido su tutti,10,1953
Texture::strano,Texture,Strano!,10,1954
Struttura della Pasta::frattura irregolare pasta molto legata e compatta,Struttura della Pasta,Frattura irregolare. Pasta !molto legata e compatta,10,1955
Struttura della Pasta::cuore diverso dalla periferia,Struttura della Pasta,Cuore diverso dalla periferia,10,1956
Struttura della Pasta::peccato per poca regolarità ma grana ben presente,Struttura della Pasta,Peccato per poca regolarità ma grana ben presente!,10,1957
Profumo::profumo anomalo alla prima occasione fa diminuire i voto,Profumo,Profumo anomalo alla prima occasione fa diminuire i voto,10,1959
Sapore::nostrano,Sapore,Nostrano,32,1960
Sapore::il piccante persiste in bocca,Sapore,Il piccante persiste in bocca,10,1961
Sapore::grasso,Sapore,Grasso,22,1962
Aroma::a proposito della fessure aggiungo grasso intuisco e abbasso di mezzo punto il voto,Aroma,"A proposito della fessure aggiungo : grasso, intuisco e abbasso di mezzo punto il voto",10,1963
Spessore della Crosta::difficile da misurare comunque c e crosta,Spessore della Crosta,Difficile da misurare...Comunque c e crosta,10,1964
Spessore della Crosta::te poi sottocrosta,Spessore della Crosta,Te poi sottocrosta,10,1965
Struttura della Pasta::fascia stirata sotto un piatto,Struttura della Pasta,Fascia stirata sotto un piatto,10,1966
Struttura della Pasta::sotto un piatto superficie ondulato con scaglie microocchiatura 1 o 2 mm,Struttura della Pasta,Sotto un piatto superficie ondulato con scaglie. Microocchiatura 1 o 2 mm,10,1967
Struttura della Pasta::ottima struttura con bel a grana e spaccatura netta e pulita gravemente compromessa da importante presenza di microocchiatura,Struttura della Pasta,Ottima struttura con bel!a grana e spaccatura netta e pulita. Gravemente compromessa da importante presenza di microocchiatura,10,1968
Struttura della Pasta::microocchiatura su tutta la superficie non spugnosa,Struttura della Pasta,"Microocchiatura su tutta la superficie, non spugnosa",10,1969
Struttura della Pasta::peccato per troppe microocchiature,Struttura della Pasta,Peccato per troppe microocchiature,10,1970
Struttura della Pasta::su tutta la superficie occhi piccoli di circa 1 2 mm e una piccola fessura,Struttura della Pasta,Su tutta la superficie occhi piccoli di circa 1-2 mm e una piccola fessura,10,1971
Colore della Pasta::bel colore,Colore della Pasta,Bel colore!,10,1972
Profumo::molto poco intenso,Profumo,Molto poco intenso,10,2004
Sapore::equilibrato con sapidità,Sapore,Equilibrato con sapidità,10,2006
Profumo::anche alcol,Profumo,Anche alcol,10,2010
Texture::anche poca solubilità,Texture,Anche poca solubilità!,10,2012
Struttura della Pasta::tanti piccoli strappi,Struttura della Pasta,Tanti piccoli strappi,10,2013
Struttura della Pasta::accenno allo sbrinz,Struttura della Pasta,Accenno allo sbrinz,10,2014
Struttura della Pasta::non granulosa,Struttura della Pasta,Non granulosa,18,2015
Struttura della Pasta::poche piccole fessure e linea sottilissima trasversale di micro occiatura fine,Struttura della Pasta,Poche piccole fessure e linea sottilissima trasversale di micro occiatura fine,10,2016
